kota_raw,kota,rumah_sakit,nomor_telpon,nama_dokter,spesialis_raw,spesialis_standar,subspesialis_raw,subspesialis_standar,non_spesialis_raw,sumber_data
Makassar,Makassar,RS Stella Maris,-,"dr. Tom Christy Adriani, Sp.B (K)-V",Spesialis Bedah (Sp.B),Spesialis Bedah (Sp.B),SUB SPESIALIS BEDAH,-,-,stella_maris_makassar_csv
Makassar,Makassar,RS Stella Maris,-,"dr. Vicky Nanu Rewa, Sp.JP",Spesialis Jantung dan Pembuluh Darah (Sp.JP),Spesialis Jantung dan Pembuluh Darah (Sp.JP),-,-,-,stella_maris_makassar_csv
Makassar,Makassar,RS Stella Maris,-,"dr. Victor Siahaya Tjandra, Sp.A",Spesialis Anak (Sp.A),Spesialis Anak (Sp.A),-,-,-,stella_maris_makassar_csv
Makassar,Makassar,RS Stella Maris,-,"dr. Wenda Anastasia Indriyani, Sp.Rad",Spesialis Radiologi (Sp.Rad),Spesialis Radiologi (Sp.Rad),-,-,-,stella_maris_makassar_csv
Makassar,Makassar,RS Stella Maris,-,"dr. Wilhelmus Supriyadi, Sp.OT",Spesialis Bedah Orthopedi (Sp.OT),Spesialis Orthopaedi dan Traumatologi (Sp.OT),"BEDAH UMUM, SUB SPESIALIS BEDAH",-,-,stella_maris_makassar_csv
Makassar,Makassar,RS Stella Maris,-,"dr. William Horas, Sp.JP., FIHA",Spesialis Jantung dan Pembuluh Darah (Sp.JP),Spesialis Jantung dan Pembuluh Darah (Sp.JP),-,-,-,stella_maris_makassar_csv
Makassar,Makassar,RS Stella Maris,-,"dr. Yulian Widjaja, Sp.PD",Spesialis Penyakit Dalam (Sp.PD),Spesialis Penyakit Dalam (Sp.PD),-,-,-,stella_maris_makassar_csv
Makassar,Makassar,RS Stella Maris,-,"Dr.dr. Adrianus Riyanto, Sp. Rad., M.Kes",Spesialis Radiologi (Sp.Rad),Spesialis Radiologi (Sp.Rad),-,-,-,stella_maris_makassar_csv
Kota Palembang,Kota Palembang,Siloam Sriwijaya Palembang,-,"dr. Afriyanto Ridhwan, SpTHT-KL","Spesialis Telinga, Hidung, dan Tenggorokan (Sp.THT-KL)","Spesialis Telinga, Hidung, dan Tenggorokan (Sp.THT-KL)",-,-,-,stella_maris_makassar_csv
Kota Palembang,Kota Palembang,Siloam Sriwijaya Palembang,-,"dr. Alwi Shahab, SpPD - KEMD, FINASIM",Spesialis Penyakit Dalam (Sp.PD),Spesialis Penyakit Dalam (Sp.PD),-,-,-,stella_maris_makassar_csv
Kota Palembang,Kota Palembang,Siloam Sriwijaya Palembang,-,"dr. Amir Fauzi, SpOG (K), Ph.D",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,stella_maris_makassar_csv
Kota Palembang,Kota Palembang,Siloam Sriwijaya Palembang,-,"dr. Andry, SpN",Spesialis Saraf (Sp.S),Spesialis Saraf (Sp.S),-,-,-,stella_maris_makassar_csv
Kota Palembang,Kota Palembang,Siloam Sriwijaya Palembang,-,"dr. Anjab Akmal S, SpPD-KGEH",Spesialis Penyakit Dalam (Sp.PD),Spesialis Penyakit Dalam (Sp.PD),-,-,-,stella_maris_makassar_csv
Kota Palembang,Kota Palembang,Siloam Sriwijaya Palembang,-,"dr. Anne Rivaida, M.Gizi, SpGK",Spesialis Gizi Klinik (Sp.GK),Spesialis Gizi Klinik (Sp.GK),-,-,-,stella_maris_makassar_csv
Kota Palembang,Kota Palembang,Siloam Sriwijaya Palembang,-,"dr. Anugrah Onie Widhiatmo, Sp.BS, Subsp, N-Vas",Spesialis Bedah (Sp.B),Spesialis Bedah (Sp.B),Subsp N-Vas,-,-,stella_maris_makassar_csv
Kota Palembang,Kota Palembang,Siloam Sriwijaya Palembang,-,"dr. Ardiansyah, SpOT",Spesialis Bedah Orthopedi (Sp.OT),Spesialis Orthopaedi dan Traumatologi (Sp.OT),-,-,-,stella_maris_makassar_csv
Kota Palembang,Kota Palembang,Siloam Sriwijaya Palembang,-,"dr. Ariesti Karmila, SpA (K), M.Kes, Ph.D",Spesialis Anak (Sp.A),Spesialis Anak (Sp.A),-,-,-,stella_maris_makassar_csv
Kota Palembang,Kota Palembang,Siloam Sriwijaya Palembang,-,"dr. Avyandita Meirizkia, SpA",Spesialis Anak (Sp.A),Spesialis Anak (Sp.A),-,-,-,stella_maris_makassar_csv
Kota Palembang,Kota Palembang,Siloam Sriwijaya Palembang,-,"dr. Chandra Mahyuddin, SpOG",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,stella_maris_makassar_csv
Kota Palembang,Kota Palembang,Siloam Sriwijaya Palembang,-,"dr. Charles Sanggam P Siahaan, SpB",Spesialis Bedah (Sp.B),Spesialis Bedah (Sp.B),-,-,-,stella_maris_makassar_csv
Kota Palembang,Kota Palembang,Siloam Sriwijaya Palembang,-,"dr. Deny Salverra Yosy, SpA (K), M.Kes",Spesialis Anak (Sp.A),Spesialis Anak (Sp.A),-,-,-,stella_maris_makassar_csv
Kota Palembang,Kota Palembang,Siloam Sriwijaya Palembang,-,"dr. Dini Rizkie W, SpP (K) Onk, FISR",Spesialis Penyakit Paru Onkologi (Sp.P),Spesialis Penyakit Paru (Sp.P),Spesialis Penyakit Paru Onkologi (Sp.P),Subspesialis Paru - Onkologi,-,stella_maris_makassar_csv
Kota Palembang,Kota Palembang,Siloam Sriwijaya Palembang,-,"Dr. dr. Dian Puspita Sari, SpA (K).,M.Kes",Spesialis Anak (Sp.A),Spesialis Anak (Sp.A),-,-,-,stella_maris_makassar_csv
Kota Palembang,Kota Palembang,Siloam Sriwijaya Palembang,-,"DR. dr. M. Alsen Arlan, SpB-KBD, MARS",Spesialis Bedah (Sp.B),Spesialis Bedah (Sp.B),-,-,-,stella_maris_makassar_csv
Kota Palembang,Kota Palembang,Siloam Sriwijaya Palembang,-,"DR. dr. Taufik Indrajaya, SpPD, K-KV, FINASIM",Spesialis Penyakit Dalam (Sp.PD),Spesialis Penyakit Dalam (Sp.PD),-,-,-,stella_maris_makassar_csv
Kota Palembang,Kota Palembang,Siloam Sriwijaya Palembang,-,"dr. Dwi Silvia Indrasari, SpOG-KFER",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,stella_maris_makassar_csv
Kota Palembang,Kota Palembang,Siloam Sriwijaya Palembang,-,"dr. Efman Efraim U.M., SpB-KBD",Spesialis Bedah (Sp.B),Spesialis Bedah (Sp.B),-,-,-,stella_maris_makassar_csv
Kota Palembang,Kota Palembang,Siloam Sriwijaya Palembang,-,"dr. Elvietha Allamanda, SpA, MSc",Spesialis Anak (Sp.A),Spesialis Anak (Sp.A),-,-,-,stella_maris_makassar_csv
Kota Palembang,Kota Palembang,Siloam Sriwijaya Palembang,-,"dr. Erna Niza, SpM",Spesialis Mata (Sp.M),Spesialis Mata (Sp.M),-,-,-,stella_maris_makassar_csv
Kota Palembang,Kota Palembang,Siloam Sriwijaya Palembang,-,"dr. Fahmi Jaka Yusuf, SpB(K)V",Spesialis Bedah (Sp.B),Spesialis Bedah (Sp.B),-,-,-,stella_maris_makassar_csv
Kota Palembang,Kota Palembang,Siloam Sriwijaya Palembang,-,"dr. F. Hadi Halim, SpPD-KP",Spesialis Penyakit Dalam (Sp.PD),Spesialis Penyakit Dalam (Sp.PD),-,-,-,stella_maris_makassar_csv
Kota Palembang,Kota Palembang,Siloam Sriwijaya Palembang,-,"dr. Gama Satria, Sp.B, Sp.BTKV(K)-P",Spesialis Bedah (Sp.B),Spesialis Bedah (Sp.B),-,-,-,stella_maris_makassar_csv
Kota Yogyakarta,Kota Yogyakarta,Siloam Hospitals Yogyakarta,-,"dr. Alia Narwastu Mabrouka, SpM",Spesialis Mata (Sp.M),Spesialis Mata (Sp.M),-,-,-,stella_maris_makassar_csv
Kota Yogyakarta,Kota Yogyakarta,Siloam Hospitals Yogyakarta,-,"dr. Andreas Ariawan, SpB",Spesialis Bedah (Sp.B),Spesialis Bedah (Sp.B),-,-,-,stella_maris_makassar_csv
Kota Yogyakarta,Kota Yogyakarta,Siloam Hospitals Yogyakarta,-,"dr. Antonius Sri Widayanto, SpOG",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,stella_maris_makassar_csv
Kota Yogyakarta,Kota Yogyakarta,Siloam Hospitals Yogyakarta,-,"dr. Azhari Cahyadi Nurdin, SpKJ",Spesialis Kesehatan Jiwa (Sp.KJ),Spesialis Psikiatri (SpKJ),-,-,-,stella_maris_makassar_csv
Kota Yogyakarta,Kota Yogyakarta,Siloam Hospitals Yogyakarta,-,"dr. Danny Wiguna, SpOG",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,stella_maris_makassar_csv
Kota Yogyakarta,Kota Yogyakarta,Siloam Hospitals Yogyakarta,-,"dr. Datu Respatika, Ph.D, SpM",Spesialis Mata (Sp.M),Spesialis Mata (Sp.M),-,-,-,stella_maris_makassar_csv
Kota Yogyakarta,Kota Yogyakarta,Siloam Hospitals Yogyakarta,-,"Dr.dr. Meiky Fredianto, SpOT (K), AIFO-K, FICS",Spesialis Bedah Orthopedi (Sp.OT),Spesialis Orthopaedi dan Traumatologi (Sp.OT),-,-,-,stella_maris_makassar_csv
Kota Yogyakarta,Kota Yogyakarta,Siloam Hospitals Yogyakarta,-,"dr. Estya Dewi Widyasari, SpOG",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,stella_maris_makassar_csv
Jakarta Selatan,Jakarta Selatan,Siloam Hospitals TB Simatupang,-,"dr. Aga Parardya, SpU (K)",Spesialis Urologi (Sp.U),Spesialis Urologi (SpU),-,-,-,stella_maris_makassar_csv
Jakarta Selatan,Jakarta Selatan,Siloam Hospitals TB Simatupang,-,"dr. Agill Agassi Tsalitsa, SpJP",Spesialis Jantung dan Pembuluh Darah (Sp.JP),Spesialis Jantung dan Pembuluh Darah (Sp.JP),-,-,-,stella_maris_makassar_csv
Jakarta Selatan,Jakarta Selatan,Siloam Hospitals TB Simatupang,-,"dr. Ahmad Syaiful, SpKJ",Spesialis Kesehatan Jiwa (Sp.KJ),Spesialis Psikiatri (SpKJ),-,-,-,stella_maris_makassar_csv
Jakarta Selatan,Jakarta Selatan,Siloam Hospitals TB Simatupang,-,"dr. Aida Riyanti, SpOG-KFER",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,stella_maris_makassar_csv
Jakarta Selatan,Jakarta Selatan,Siloam Hospitals TB Simatupang,-,"dr. Andre Viscountie Saputra, SpOG, FMAS, FICS",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,stella_maris_makassar_csv
Jakarta Selatan,Jakarta Selatan,Siloam Hospitals TB Simatupang,-,"dr. Antonius Rio Adi Nugraha, SpPD",Spesialis Penyakit Dalam (Sp.PD),Spesialis Penyakit Dalam (Sp.PD),-,-,-,stella_maris_makassar_csv
Jakarta Selatan,Jakarta Selatan,Siloam Hospitals TB Simatupang,-,"dr. Ardi Setiawan, SpOT (K) Hip & Knee",Spesialis Bedah Orthopedi (Sp.OT),Spesialis Orthopaedi dan Traumatologi (Sp.OT),-,-,-,stella_maris_makassar_csv
Jakarta Selatan,Jakarta Selatan,Siloam Hospitals TB Simatupang,-,"dr. A. Rendy Laksditalia Nugroho, SpDV",Spesialis Dermato-Venerologi (Sp.DV),Spesialis Dermato-Venerologi (Sp.DV),-,-,-,stella_maris_makassar_csv
Jakarta Selatan,Jakarta Selatan,Siloam Hospitals TB Simatupang,-,"dr. Arief Wibisono, SpB (K) Onk",Spesialis Bedah (Sp.B) Onkologi,Spesialis Bedah (Sp.B),Spesialis Bedah (Sp.B) Onkologi,Subspesialis Bedah Onkologi,-,stella_maris_makassar_csv
Jakarta Selatan,Jakarta Selatan,Siloam Hospitals TB Simatupang,-,"dr. Astri Diah Anandita, SpOG (K) FetoMaternal",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,stella_maris_makassar_csv
Jakarta Selatan,Jakarta Selatan,Siloam Hospitals TB Simatupang,-,"dr. Budi Ario Tejo, SpJP (K)",Spesialis Jantung dan Pembuluh Darah (Sp.JP),Spesialis Jantung dan Pembuluh Darah (Sp.JP),-,-,-,stella_maris_makassar_csv
Jakarta Selatan,Jakarta Selatan,Siloam Hospitals TB Simatupang,-,"dr. Christopher Andrian, M.Gizi, SpGK",Spesialis Gizi Klinik (Sp.GK),Spesialis Gizi Klinik (Sp.GK),-,-,-,stella_maris_makassar_csv
Jakarta Selatan,Jakarta Selatan,Siloam Hospitals TB Simatupang,-,"dr. Citra Amelinda, SpA, M.Kes, IBCLC",Spesialis Anak (Sp.A),Spesialis Anak (Sp.A),-,-,-,stella_maris_makassar_csv
Jakarta Selatan,Jakarta Selatan,Siloam Hospitals TB Simatupang,-,"dr. Dina Meliana, SpS",Spesialis Saraf (Sp.S),Spesialis Saraf (Sp.S),-,-,-,stella_maris_makassar_csv
Jakarta Selatan,Jakarta Selatan,Siloam Hospitals TB Simatupang,-,"Dr. dr. Bina Akura, SpA (K)",Spesialis Anak (Sp.A),Spesialis Anak (Sp.A),-,-,-,stella_maris_makassar_csv
Jakarta Selatan,Jakarta Selatan,Siloam Hospitals TB Simatupang,-,"Dr. dr. Ferry Senjaya, SpBS, IFAANS",Spesialis Bedah Saraf (Sp.BS),Spesialis Bedah Saraf (Sp.BS),-,-,-,stella_maris_makassar_csv
Jakarta Selatan,Jakarta Selatan,Siloam Hospitals TB Simatupang,-,"dr. Edward Harahap, SpU (K) Onk",Spesialis Urologi (Sp.U),Spesialis Urologi (SpU),-,-,-,stella_maris_makassar_csv
Jakarta Selatan,Jakarta Selatan,Siloam Hospitals TB Simatupang,-,"dr. Eva Carolina Sitompul, SpPD",Spesialis Penyakit Dalam (Sp.PD),Spesialis Penyakit Dalam (Sp.PD),-,-,-,stella_maris_makassar_csv
Jakarta Selatan,Jakarta Selatan,Siloam Hospitals TB Simatupang,-,"dr. Farah Prashanti Karnen, SpPD",Spesialis Penyakit Dalam (Sp.PD),Spesialis Penyakit Dalam (Sp.PD),-,-,-,stella_maris_makassar_csv
Jakarta Selatan,Jakarta Selatan,Siloam Hospitals TB Simatupang,-,"dr. Fara Vitantri, SpOG (K) Onk",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,stella_maris_makassar_csv
Kota Surabaya,Kota Surabaya,Siloam Hospitals Surabaya,-,"dr. Adi Santoso, SpB, SpU (K)","Spesialis Bedah (Sp.B), Spesialis Urologi (Sp.U)","Spesialis Bedah (Sp.B), Spesialis Urologi (Sp.U)",-,-,-,stella_maris_makassar_csv
Kota Surabaya,Kota Surabaya,Siloam Hospitals Surabaya,-,"dr. Aldhi Pradana Hernugrahanto, SpJP (K), FIHA",Spesialis Jantung dan Pembuluh Darah (Sp.JP),Spesialis Jantung dan Pembuluh Darah (Sp.JP),-,-,-,stella_maris_makassar_csv
Kota Surabaya,Kota Surabaya,Siloam Hospitals Surabaya,-,"dr. Ali Mahmud, SpOG-KFER",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,stella_maris_makassar_csv
Kota Surabaya,Kota Surabaya,Siloam Hospitals Surabaya,-,"dr. Andi Cahyadi, SpA (K)",Spesialis Anak (Sp.A),Spesialis Anak (Sp.A),-,-,-,stella_maris_makassar_csv
Kota Surabaya,Kota Surabaya,Siloam Hospitals Surabaya,-,"dr. Awalia, SpPD-KR, FINASIM",Spesialis Penyakit Dalam (Sp.PD),Spesialis Penyakit Dalam (Sp.PD),-,-,-,stella_maris_makassar_csv
Kota Surabaya,Kota Surabaya,Siloam Hospitals Surabaya,-,"dr. Budiastuti Kusharjuni, SpKK",Spesialis Kulit dan Kelamin (Sp.KK),Spesialis Kulit dan Kelamin (Sp.KK),-,-,-,stella_maris_makassar_csv
Kota Surabaya,Kota Surabaya,Siloam Hospitals Surabaya,-,"dr. Budi Widodo, SpPD-KGEH",Spesialis Penyakit Dalam (Sp.PD),Spesialis Penyakit Dalam (Sp.PD),-,-,-,stella_maris_makassar_csv
Kota Surabaya,Kota Surabaya,Siloam Hospitals Surabaya,-,"dr. Caesar Lagaliggo Givani, SpPD",Spesialis Penyakit Dalam (Sp.PD),Spesialis Penyakit Dalam (Sp.PD),-,-,-,stella_maris_makassar_csv
Kota Surabaya,Kota Surabaya,Siloam Hospitals Surabaya,-,"dr. Christopher Toshihiro Wirya, SpDV",Spesialis Dermato-Venerologi (Sp.DV),Spesialis Dermato-Venerologi (Sp.DV),-,-,-,stella_maris_makassar_csv
Kota Surabaya,Kota Surabaya,Siloam Hospitals Surabaya,-,"dr. Citra Dewi Maharani, SpM",Spesialis Mata (Sp.M),Spesialis Mata (Sp.M),-,-,-,stella_maris_makassar_csv
Kota Surabaya,Kota Surabaya,Siloam Hospitals Surabaya,-,"Dr. dr. Dina Angelika, SpA (K)",Spesialis Anak (Sp.A),Spesialis Anak (Sp.A),-,-,-,stella_maris_makassar_csv
Kota Surabaya,Kota Surabaya,Siloam Hospitals Surabaya,-,"Dr. dr. Eko Agus Subagio, SpBS (K)",Spesialis Bedah Saraf (Sp.BS),Spesialis Bedah Saraf (Sp.BS),-,-,-,stella_maris_makassar_csv
Kota Surabaya,Kota Surabaya,Siloam Hospitals Surabaya,-,"Dr. drg. Galih Sampoerna, SpKG (K), M. Kes.",Spesialis Gigi dan Mulut (Sp.GM),Dokter Gigi Spesialis Konservasi Gigi / Endodontis (Sp.KG),-,-,-,stella_maris_makassar_csv
Kota Surabaya,Kota Surabaya,Siloam Hospitals Surabaya,-,"Dr. dr. I Ketut Alit Utamayasa, SpA (K)",Spesialis Anak (Sp.A),Spesialis Anak (Sp.A),-,-,-,stella_maris_makassar_csv
Kota Surabaya,Kota Surabaya,Siloam Hospitals Surabaya,-,"Dr. dr. Isnin Anang Marhana, SpP (K), FCCP, FIRS, FAPSR",Spesialis Penyakit Paru (Sp.P),Spesialis Penyakit Paru (Sp.P),-,-,-,stella_maris_makassar_csv
Kota Surabaya,Kota Surabaya,Siloam Hospitals Surabaya,-,"Dr. dr. Martono Tri Utomo, SpA (K)",Spesialis Anak (Sp.A),Spesialis Anak (Sp.A),-,-,-,stella_maris_makassar_csv
Kota Surabaya,Kota Surabaya,Siloam Hospitals Surabaya,-,"Dr. dr. Mochammad Yusuf, SpJP (K), FIHA, FESC",Spesialis Jantung dan Pembuluh Darah (Sp.JP),Spesialis Jantung dan Pembuluh Darah (Sp.JP),-,-,-,stella_maris_makassar_csv
Kota Surabaya,Kota Surabaya,Siloam Hospitals Surabaya,-,"Dr. dr. Rita Vivera Pane, SpKFR (K), FIPP",Spesialis Kedokteran Fisik dan Rehabilitasi,Spesialis Kedokteran Fisik & Rehabilitasi Medik (SpKFR),-,-,-,stella_maris_makassar_csv
Kota Surabaya,Kota Surabaya,Siloam Hospitals Surabaya,-,"Dr. dr. Soebagijo Adi Soelistijo, SpPD-KEMD, FINASIM",Spesialis Penyakit Dalam (Sp.PD),Spesialis Penyakit Dalam (Sp.PD),-,-,-,stella_maris_makassar_csv
Kota Surabaya,Kota Surabaya,Siloam Hospitals Surabaya,-,"Dr. dr. T.P. Hutapea, SpP, MARS",Spesialis Penyakit Paru (Sp.P),Spesialis Penyakit Paru (Sp.P),-,-,-,stella_maris_makassar_csv
Kota Surabaya,Kota Surabaya,Siloam Hospitals Surabaya,-,"dr. Dwiyanti Puspitasari, DTM&H, MCTM, SpA (K)",Spesialis Anak (Sp.A),Spesialis Anak (Sp.A),-,-,-,stella_maris_makassar_csv
Kota Surabaya,Kota Surabaya,Siloam Hospitals Surabaya,-,"dr. Een Hendarsih, SpPD-KHOM",Spesialis Penyakit Dalam (Sp.PD),Spesialis Penyakit Dalam (Sp.PD),-,-,-,stella_maris_makassar_csv
Kota Surabaya,Kota Surabaya,Siloam Hospitals Surabaya,-,"dr. Elizabeth Haryanti, SpPD, M.H., FINASIM",Spesialis Penyakit Dalam (Sp.PD),Spesialis Penyakit Dalam (Sp.PD),-,-,-,stella_maris_makassar_csv
Kota Surabaya,Kota Surabaya,Siloam Hospitals Surabaya,-,"dr. Erwin Ramawan, SpOT (K) Hand, FICS",Spesialis Bedah Orthopedi (Sp.OT),Spesialis Orthopaedi dan Traumatologi (Sp.OT),-,-,-,stella_maris_makassar_csv
Kota Surabaya,Kota Surabaya,Siloam Hospitals Surabaya,-,"dr. Fajar Herbowo Niantiarno, SpBS",Spesialis Bedah Saraf (Sp.BS),Spesialis Bedah Saraf (Sp.BS),-,-,-,stella_maris_makassar_csv
Kota Surabaya,Kota Surabaya,Siloam Hospitals Surabaya,-,"dr. Fendy Matulatan, SpB, SpBA",Spesialis Bedah (Sp.B),Spesialis Bedah (Sp.B),-,-,-,stella_maris_makassar_csv
Kota Surabaya,Kota Surabaya,Siloam Hospitals Surabaya,-,"dr. F. Siusanto Hadi, SpB-KBD",Spesialis Bedah (Sp.B),Spesialis Bedah (Sp.B),-,-,-,stella_maris_makassar_csv
Kota Bekasi,Kota Bekasi,Siloam Hospitals Sentosa,-,"dr. Alfa Januar Krista, SpOT",Spesialis Bedah Orthopedi (Sp.OT),Spesialis Orthopaedi dan Traumatologi (Sp.OT),-,-,-,stella_maris_makassar_csv
Kota Bekasi,Kota Bekasi,Siloam Hospitals Sentosa,-,"dr. Andre Lazuardi Harahap, SpU",Spesialis Urologi (Sp.U),Spesialis Urologi (SpU),-,-,-,stella_maris_makassar_csv
Kota Bekasi,Kota Bekasi,Siloam Hospitals Sentosa,-,"dr. Budi Santoso Adji, SpA",Spesialis Anak (Sp.A),Spesialis Anak (Sp.A),-,-,-,stella_maris_makassar_csv
Kota Bekasi,Kota Bekasi,Siloam Hospitals Sentosa,-,"dr. Dedy Fardian, SpAn",Spesialis Anestesiologi (Sp.An-TI),Spesialis Anestesiologi (Sp.An-TI),-,-,-,stella_maris_makassar_csv
Kota Bekasi,Kota Bekasi,Siloam Hospitals Sentosa,-,"dr. Ernest Sumitro Anggrek, SpPD",Spesialis Penyakit Dalam (Sp.PD),Spesialis Penyakit Dalam (Sp.PD),-,-,-,stella_maris_makassar_csv
Kota Bekasi,Kota Bekasi,Siloam Hospitals Sentosa,-,"dr. Etika Whidiastuti, SpM",Spesialis Mata (Sp.M),Spesialis Mata (Sp.M),-,-,-,stella_maris_makassar_csv
Kota Bekasi,Kota Bekasi,Siloam Hospitals Sentosa,-,"dr. Fabrien Hein W Lumentut, SpOG",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,stella_maris_makassar_csv
Kota Semarang,Kota Semarang,Siloam Hospitals Semarang,-,"dr. Cornelius Danu Kurniawan, SpOG",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,stella_maris_makassar_csv
Kota Semarang,Kota Semarang,Siloam Hospitals Semarang,-,"Dr.dr. Elta Diah Pasmanasari, SpS, Msi.Med",Spesialis Saraf (Sp.S),Spesialis Saraf (Sp.S),-,-,-,stella_maris_makassar_csv
Kabupaten Purwakarta,Kabupaten Purwakarta,Siloam Hospitals Purwakarta,-,"dr. Adrian Suhendra, Sp.PK(K), MKes",Spesialis Patologi Klinik (Sp.PK),Spesialis Patologi Klinik (Sp.PK),-,-,-,stella_maris_makassar_csv
Kabupaten Purwakarta,Kabupaten Purwakarta,Siloam Hospitals Purwakarta,-,"dr. Andreas Lukita Halim, SpM",Spesialis Mata (Sp.M),Spesialis Mata (Sp.M),-,-,-,stella_maris_makassar_csv
Kabupaten Purwakarta,Kabupaten Purwakarta,Siloam Hospitals Purwakarta,-,"dr. Armina Haramaini, SpKK",Spesialis Kulit dan Kelamin (Sp.KK),Spesialis Kulit dan Kelamin (Sp.KK),-,-,-,stella_maris_makassar_csv
Kabupaten Purwakarta,Kabupaten Purwakarta,Siloam Hospitals Purwakarta,-,"dr. Christman E. Sitepu, SpB, FINACS, FICS",Spesialis Bedah (Sp.B),Spesialis Bedah (Sp.B),-,-,-,stella_maris_makassar_csv
Kabupaten Purwakarta,Kabupaten Purwakarta,Siloam Hospitals Purwakarta,-,"dr. Didit Raditiya, SpPD",Spesialis Penyakit Dalam (Sp.PD),Spesialis Penyakit Dalam (Sp.PD),-,-,-,stella_maris_makassar_csv
Kabupaten Purwakarta,Kabupaten Purwakarta,Siloam Hospitals Purwakarta,-,"dr. Evan Rivana, SpP",Spesialis Penyakit Paru (Sp.P),Spesialis Penyakit Paru (Sp.P),-,-,-,stella_maris_makassar_csv
Kota Palangka Raya,Kota Palangka Raya,Siloam Hospitals Palangkaraya,-,"dr. Aditya Bernard Dharmaji, SpB",Spesialis Bedah (Sp.B),Spesialis Bedah (Sp.B),-,-,-,stella_maris_makassar_csv
Kota Palangka Raya,Kota Palangka Raya,Siloam Hospitals Palangkaraya,-,"dr. Arieta Rachmawati Kawengian, SpA",Spesialis Anak (Sp.A),Spesialis Anak (Sp.A),-,-,-,stella_maris_makassar_csv
Kota Palangka Raya,Kota Palangka Raya,Siloam Hospitals Palangkaraya,-,"dr. Attrya Febriani, SpKFR",Spesialis Kedokteran Fisik & Rehabilitasi Medik (SpKFR),Spesialis Kedokteran Fisik & Rehabilitasi Medik (SpKFR),-,-,-,stella_maris_makassar_csv
Kota Palangka Raya,Kota Palangka Raya,Siloam Hospitals Palangkaraya,-,"dr. Didin Retno Endah Palupi, SpPD, FINASIM",Spesialis Penyakit Dalam (Sp.PD),Spesialis Penyakit Dalam (Sp.PD),-,-,-,stella_maris_makassar_csv
Kota Palangka Raya,Kota Palangka Raya,Siloam Hospitals Palangkaraya,-,"dr. Djuniper Hasudungan Sagala, SpOT (K) Sports",Spesialis Bedah Orthopedi (Sp.OT),Spesialis Orthopaedi dan Traumatologi (Sp.OT),-,-,-,stella_maris_makassar_csv
Kota Palangka Raya,Kota Palangka Raya,Siloam Hospitals Palangkaraya,-,"dr. Etty Christina Baboe, SpKJ",Spesialis Kedokteran Jiwa (Sp.KJ),Spesialis Psikiatri (SpKJ),-,-,-,stella_maris_makassar_csv
Kota Palangka Raya,Kota Palangka Raya,Siloam Hospitals Palangkaraya,-,"dr. Faber Kristian Munthe, SpP",Spesialis Penyakit Paru (Sp.P),Spesialis Penyakit Paru (Sp.P),-,-,-,stella_maris_makassar_csv
Kota Palangka Raya,Kota Palangka Raya,Siloam Hospitals Palangkaraya,-,"dr. Faison, Sp.B., Subsp.Onk(K)",Spesialis Bedah Onkologi (Sp.B.Onk),Spesialis Bedah (Sp.B),Spesialis Bedah Onkologi (Sp.B.Onk),Subspesialis Bedah Onkologi,-,stella_maris_makassar_csv
Kota Medan,Kota Medan,Siloam Hospitals Medan,-,"dr. Abdul Halim Raynaldo, SpJP (K)",Spesialis Jantung dan Pembuluh Darah (Sp.JP),Spesialis Jantung dan Pembuluh Darah (Sp.JP),-,-,-,stella_maris_makassar_csv
Kota Medan,Kota Medan,Siloam Hospitals Medan,-,"dr. Aliandri, SpTHT-KL (K)","Spesialis Telinga, Hidung, dan Tenggorokan (Sp.THT-KL)","Spesialis Telinga, Hidung, dan Tenggorokan (Sp.THT-KL)",-,-,-,stella_maris_makassar_csv
